T,Genjyo,Suggested
178,17.8926758730967,9.31964479620967
179,17.9521575210661,9.35463983243169
180,18.0114737121143,9.37540049929855
181,18.0706258193321,9.3973853658145
182,18.1296151969232,9.42058785433368
183,18.188443180566,9.44500146754543
184,18.247111087766,9.47061978702279
185,18.3056202182008,9.4974364718054
186,18.3639718540554,9.52544525701558
187,18.4221672603501,9.5546399525068
188,18.4802076852611,9.58501444154355
189,18.5380943604321,9.61656267951171
190,18.5958285012795,9.64927869265857
191,18.6534113072903,9.68315657686161
192,18.7108439623128,9.70325800611949
193,18.7681276348405,9.72454843774227
194,18.8252634782894,9.74702186949883
195,18.8822526312691,9.77067236798544
196,18.9390962178477,9.79549406745809
197,18.9957953478101,9.82148116869087
198,19.0523511169111,9.84862793785934
199,19.1087646071223,9.87692870544861
200,19.1087646071223,9.87692870544861
